Note,This file is generated by the map editor. Don't edit it by hand because your changes will be overwritten. See SourceMap.xml.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell,1222.479248,1807.972900,687,2,-1.000000,20000.000000,1025,,3,688,1188.626343,1756.826660,1149.667603,1845.701538,689,1210.583496,1759.570557,1188.626343,1756.826660,677,1149.667603,1845.701538,1234.334717,1856.348633,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,1149.667603,1845.701538,1234.334717,1856.348633,1210.583496,1759.570557,1188.626343,1756.826660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1128.083252,1766.607178,688,2,-1.000000,20000.000000,1025,,4,689,1188.626343,1756.826660,1181.794800,1742.647827,687,1149.667603,1845.701538,1188.626343,1756.826660,617,1074.333008,1790.538574,1112.031982,1869.006714,677,1112.031982,1869.006714,1149.667603,1845.701538,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1112.031982,1869.006714,1149.667603,1845.701538,1188.626343,1756.826660,1181.794800,1742.647827,1074.333008,1790.538574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1234.004883,1715.572266,689,2,-1.000000,20000.000000,8192,,11,687,1210.596924,1759.571655,1322.542969,1773.535278,688,1181.794800,1742.647827,1188.626343,1756.826660,676,1210.596924,1759.571655,1322.542969,1773.535278,727,1322.542969,1773.535278,1356.062256,1755.528442,635,1178.488281,1605.043457,1142.643677,1649.982178,681,1402.356201,1599.547852,1178.488281,1605.043457,769,1424.252075,1660.470093,1425.922241,1640.418701,728,1356.062256,1755.528442,1424.252075,1660.470093,765,1425.922241,1640.418701,1402.356201,1599.547852,634,1142.643677,1649.982178,1141.716797,1659.428955,615,1181.794800,1742.647827,1188.626343,1756.826660,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,11,1181.794800,1742.647827,1188.626343,1756.826660,1210.596924,1759.571655,1322.542969,1773.535278,1356.062256,1755.528442,1424.252075,1660.470093,1425.922241,1640.418701,1402.356201,1599.547852,1178.488281,1605.043457,1142.643677,1649.982178,1141.716797,1659.428955,0,0,0,0,0,0,0,0,0,0,
Cell,1222.337158,2511.783447,690,2,-1.000000,20000.000000,1025,,4,739,1280.259399,2530.719727,1286.933960,2487.057373,671,1168.418213,2532.458496,1179.893921,2561.547363,669,1280.259399,2530.719727,1286.933960,2487.057373,672,1179.893921,2561.547363,1273.624023,2574.102295,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1179.893921,2561.547363,1273.624023,2574.102295,1280.259399,2530.719727,1286.933960,2487.057373,1168.418213,2532.458496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1236.815430,2402.759766,691,2,-1.000000,20000.000000,8192,,8,666,1342.142090,2259.146240,1169.485107,2299.101074,715,1378.538086,2271.443848,1342.142090,2259.146240,633,1169.485107,2299.101074,1106.118530,2386.279053,739,1290.259277,2465.330322,1357.279053,2410.348145,670,1133.680542,2444.536621,1290.259277,2465.330322,613,1106.118530,2386.279053,1127.010376,2439.168213,671,1127.010376,2439.168213,1133.680542,2444.536621,740,1357.279053,2410.348145,1378.538086,2271.443848,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,1378.538086,2271.443848,1342.142090,2259.146240,1169.485107,2299.101074,1106.118530,2386.279053,1127.010376,2439.168213,1133.680542,2444.536621,1290.259277,2465.330322,1357.279053,2410.348145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1325.253174,3603.294189,692,2,-1.000000,20000.000000,1025,,4,726,1287.914429,3710.580078,1382.105225,3637.593018,662,1272.434570,3632.997803,1287.914429,3710.580078,732,1382.105225,3637.593018,1373.833496,3593.334473,693,1272.434570,3632.997803,1287.914429,3710.580078,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1272.434570,3632.997803,1287.914429,3710.580078,1382.105225,3637.593018,1373.833496,3593.334473,1268.822021,3614.914795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1212.267822,3625.843018,693,2,-1.000000,20000.000000,1025,,4,695,1260.822754,3574.794922,1205.511597,3557.802734,724,1268.824463,3614.888916,1260.822754,3574.794922,692,1268.824463,3614.888916,1260.822754,3574.794922,694,1205.511597,3557.802734,1150.421753,3618.508789,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1205.511597,3557.802734,1150.421753,3618.508789,1272.433472,3632.993164,1268.824463,3614.888916,1260.822754,3574.794922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1137.127686,3557.646729,694,2,-1.000000,20000.000000,1025,,4,662,1150.421753,3618.508789,1205.511597,3557.802734,621,1083.294556,3588.721191,1115.201660,3657.306885,693,1150.421753,3618.508789,1205.511597,3557.802734,695,1205.511597,3557.802734,1190.946533,3526.607910,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1190.946533,3526.607910,1083.294556,3588.721191,1115.201660,3657.306885,1150.421753,3618.508789,1205.511597,3557.802734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1249.302734,3505.291016,695,2,-1.000000,20000.000000,8192,,7,656,1261.343994,3381.379150,1168.091797,3477.640625,706,1329.364380,3393.625977,1261.343994,3381.379150,618,1168.091797,3477.640625,1190.946533,3526.607910,724,1260.822754,3574.794922,1350.234009,3505.502930,693,1205.511597,3557.802734,1260.822754,3574.794922,733,1350.234009,3505.502930,1329.364380,3393.625977,694,1168.091797,3477.640625,1190.946533,3526.607910,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,1190.946533,3526.607910,1205.511597,3557.802734,1260.822754,3574.794922,1350.234009,3505.502930,1329.364380,3393.625977,1261.343994,3381.379150,1168.091797,3477.640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1261.679688,-2974.347656,696,1,-1.000000,20000.000000,1,,6,646,1134.208130,-2943.575684,1214.644409,-2849.884766,627,1160.216553,-3044.272949,1134.208130,-2943.575684,699,1214.644409,-2849.884766,1442.204224,-2862.697266,770,1462.780762,-2996.452637,1387.968140,-3149.963379,780,1442.204224,-2862.697266,1462.780762,-2996.452637,661,1387.968140,-3149.963379,1160.216553,-3044.272949,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1387.968140,-3149.963379,1160.216553,-3044.272949,1134.208130,-2943.575684,1214.644409,-2849.884766,1442.204224,-2862.697266,1462.780762,-2996.452637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1266.244141,-1228.593750,697,3,-1.000000,20000.000000,512,,6,660,1175.537842,-1154.009521,1243.945801,-1116.644287,639,1133.828491,-1313.178833,1175.537842,-1154.009521,658,1235.009766,-1361.169922,1133.828491,-1313.178833,709,1243.945801,-1116.644287,1385.121094,-1146.352173,716,1357.263184,-1314.927368,1235.009766,-1361.169922,736,1385.121094,-1146.352173,1357.263184,-1314.927368,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1385.121094,-1146.352173,1357.263184,-1314.927368,1235.009766,-1361.169922,1133.828491,-1313.178833,1175.537842,-1154.009521,1243.945801,-1116.644287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1273.250000,-3779.274414,698,1,-1.000000,20000.000000,1,,6,786,1468.147827,-3665.229980,1475.312012,-3768.706787,782,1444.546265,-3626.322510,1468.147827,-3665.229980,626,1141.608887,-3756.626953,1159.386108,-3711.612549,648,1220.144043,-3885.753906,1141.608887,-3756.626953,679,1159.386108,-3711.612549,1444.546265,-3626.322510,712,1475.312012,-3768.706787,1220.144043,-3885.753906,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1475.312012,-3768.706787,1220.144043,-3885.753906,1141.608887,-3756.626953,1159.386108,-3711.612549,1444.546265,-3626.322510,1468.147827,-3665.229980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1275.353516,-2731.488281,699,1,-1.000000,20000.000000,1,,7,646,1214.644409,-2849.884766,1145.931641,-2705.361816,696,1442.204224,-2862.697266,1214.644409,-2849.884766,766,1437.722168,-2711.210693,1452.981079,-2840.807861,719,1244.668335,-2587.763184,1437.722168,-2711.210693,647,1145.931641,-2705.361816,1234.403687,-2590.751953,667,1234.403687,-2590.751953,1244.668335,-2587.763184,780,1452.981079,-2840.807861,1442.204224,-2862.697266,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,1452.981079,-2840.807861,1442.204224,-2862.697266,1214.644409,-2849.884766,1145.931641,-2705.361816,1234.403687,-2590.751953,1244.668335,-2587.763184,1437.722168,-2711.210693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1282.607422,-700.575195,700,3,-1.000000,20000.000000,2,,6,686,1336.496094,-801.754272,1168.763184,-745.518127,734,1407.065674,-700.267395,1336.496094,-801.754272,631,1168.763184,-745.518127,1152.651489,-669.254883,741,1349.003174,-578.116943,1407.065674,-700.267395,653,1152.651489,-669.254883,1262.034668,-563.597290,710,1262.034668,-563.597290,1349.003174,-578.116943,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1262.034668,-563.597290,1349.003174,-578.116943,1407.065674,-700.267395,1336.496094,-801.754272,1168.763184,-745.518127,1152.651489,-669.254883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1292.489990,3132.487549,701,2,-1.000000,20000.000000,1025,,3,652,1207.330078,3068.741211,1206.899902,3106.329346,702,1349.518433,3067.760254,1207.330078,3068.741211,650,1206.899902,3106.329346,1256.560791,3173.312500,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,1256.560791,3173.312500,1349.518433,3067.760254,1207.330078,3068.741211,1206.899902,3106.329346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1291.602539,3003.826172,702,2,-1.000000,20000.000000,0,,8,652,1097.499390,2920.616699,1207.330078,3068.741211,630,1214.007690,2820.073486,1097.499390,2920.616699,701,1207.330078,3068.741211,1349.499512,3067.760498,730,1426.256958,2857.467041,1295.931274,2802.144775,748,1400.438110,3035.327393,1426.256958,2857.467041,672,1295.931274,2802.144775,1214.007690,2820.073486,705,1207.330078,3068.741211,1349.499512,3067.760498,703,1358.586060,3067.696533,1400.438110,3035.327393,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,1358.586060,3067.696533,1400.438110,3035.327393,1426.256958,2857.467041,1295.931274,2802.144775,1214.007690,2820.073486,1097.499390,2920.616699,1207.330078,3068.741211,1349.499512,3067.760498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1403.557861,3148.610596,703,2,-1.000000,20000.000000,1025,,5,702,1400.438110,3035.327393,1358.586060,3067.696533,748,1457.877930,3091.572754,1400.438110,3035.327393,705,1358.586060,3067.696533,1348.752197,3135.603027,750,1461.685791,3162.395264,1459.756836,3126.444580,746,1461.685791,3162.395264,1459.756836,3126.444580,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1459.756836,3126.444580,1457.877930,3091.572754,1400.438110,3035.327393,1358.586060,3067.696533,1348.752197,3135.603027,1461.685791,3162.395264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1207.055420,3195.835205,704,2,-1.000000,20000.000000,1025,,3,654,1138.787354,3196.361084,1211.619019,3279.407227,652,1147.014038,3185.460693,1138.787354,3196.361084,706,1211.619019,3279.407227,1267.034424,3206.140137,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,1267.034424,3206.140137,1147.014038,3185.460693,1138.787354,3196.361084,1211.619019,3279.407227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1292.489990,3132.487549,705,2,-1.000000,20000.000000,1025,,5,747,1339.920654,3196.495850,1348.752197,3135.603027,706,1274.031982,3196.889404,1339.920654,3196.495850,702,1358.586060,3067.696533,1349.499512,3067.760498,703,1339.920654,3196.495850,1348.752197,3135.603027,650,1256.567261,3173.320557,1274.031982,3196.889404,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1274.031982,3196.889404,1339.920654,3196.495850,1348.752197,3135.603027,1358.586060,3067.696533,1349.499512,3067.760498,1256.567261,3173.320557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1293.277344,3261.048828,706,2,-1.000000,20000.000000,8192,,10,747,1408.177856,3263.443115,1339.920654,3196.495850,753,1411.958374,3333.618164,1408.177856,3263.443115,651,1211.689575,3283.353516,1212.446777,3325.629639,654,1211.689575,3283.353516,1212.446777,3325.629639,656,1212.446777,3325.629639,1261.343994,3381.379150,695,1261.343994,3381.379150,1329.364380,3393.625977,733,1329.364380,3393.625977,1411.958374,3333.618164,705,1339.920654,3196.495850,1274.031982,3196.889404,704,1267.034424,3206.140137,1211.619019,3279.407227,650,1267.034424,3206.140137,1211.619019,3279.407227,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,10,1274.031982,3196.889404,1267.034424,3206.140137,1211.619019,3279.407227,1211.689575,3283.353516,1212.446777,3325.629639,1261.343994,3381.379150,1329.364380,3393.625977,1411.958374,3333.618164,1408.177856,3263.443115,1339.920654,3196.495850,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1300.666992,-2299.287109,707,1,-1.000000,20000.000000,1,,6,749,1431.168091,-2256.719482,1388.822144,-2412.126465,717,1269.827881,-2190.817871,1431.168091,-2256.719482,643,1177.447021,-2325.141602,1195.187500,-2228.911133,667,1328.576416,-2432.677979,1177.447021,-2325.141602,719,1388.822144,-2412.126465,1328.576416,-2432.677979,668,1195.187500,-2228.911133,1269.827881,-2190.817871,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1195.187500,-2228.911133,1269.827881,-2190.817871,1431.168091,-2256.719482,1388.822144,-2412.126465,1328.576416,-2432.677979,1177.447021,-2325.141602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1307.959961,-1883.525391,708,3,-1.000000,20000.000000,1,,7,668,1303.703735,-2017.373169,1203.503296,-1967.943481,717,1510.383789,-1968.193237,1303.703735,-2017.373169,644,1203.503296,-1967.943481,1173.889038,-1840.130371,657,1173.889038,-1840.130371,1271.998291,-1753.883423,718,1271.998291,-1753.883423,1534.691162,-1833.725708,803,1534.691162,-1833.725708,1515.606201,-1962.404663,778,1515.606201,-1962.404663,1510.383789,-1968.193237,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,1515.606201,-1962.404663,1510.383789,-1968.193237,1303.703735,-2017.373169,1203.503296,-1967.943481,1173.889038,-1840.130371,1271.998291,-1753.883423,1534.691162,-1833.725708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1309.470703,-1023.175781,709,3,-1.000000,20000.000000,512,,6,686,1228.442017,-955.497925,1351.497925,-900.809448,660,1243.945801,-1116.644287,1228.442017,-955.497925,734,1351.497925,-900.809448,1410.435669,-941.020935,745,1410.435669,-941.020935,1407.580688,-1131.170654,697,1385.121094,-1146.352173,1243.945801,-1116.644287,736,1407.580688,-1131.170654,1385.121094,-1146.352173,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1407.580688,-1131.170654,1385.121094,-1146.352173,1243.945801,-1116.644287,1228.442017,-955.497925,1351.497925,-900.809448,1410.435669,-941.020935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1325.989258,-440.731445,710,3,-1.000000,20000.000000,2,,6,700,1349.003174,-578.116943,1262.034668,-563.597229,741,1438.920654,-490.028656,1349.003174,-578.116943,653,1262.034668,-563.597229,1215.365601,-467.859375,678,1215.365601,-467.859375,1320.562866,-332.019470,711,1320.562866,-332.019470,1383.619629,-334.456970,744,1383.619629,-334.456970,1438.920654,-490.028656,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1438.920654,-490.028656,1349.003174,-578.116943,1262.034668,-563.597229,1215.365601,-467.859375,1320.562866,-332.019470,1383.619629,-334.456970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1334.365234,-224.050781,711,3,-1.000000,20000.000000,0,,9,645,1207.230347,-226.975983,1126.159180,432.262329,678,1320.562866,-332.019470,1207.230347,-226.975983,582,1126.159180,432.262329,1223.557983,468.768433,743,1311.674316,475.251648,1409.336792,464.435669,685,1223.557983,468.768433,1311.674316,475.251648,710,1383.619629,-334.456970,1320.562866,-332.019470,735,1450.050171,326.355530,1391.253052,-326.600525,834,1409.336792,464.435669,1450.050171,326.355530,744,1391.253052,-326.600525,1383.619629,-334.456970,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,1391.253052,-326.600525,1383.619629,-334.456970,1320.562866,-332.019470,1207.230347,-226.975983,1126.159180,432.262329,1223.557983,468.768433,1311.674316,475.251648,1409.336792,464.435669,1450.050171,326.355530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1335.491211,-3914.962891,712,1,-1.000000,20000.000000,1,,4,785,1507.590698,-3836.053955,1501.072021,-4096.000000,648,1192.302734,-4096.000000,1220.144043,-3885.753906,698,1220.144043,-3885.753906,1475.311890,-3768.706787,786,1475.311890,-3768.706787,1507.590698,-3836.053955,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1507.590698,-3836.053955,1501.072021,-4096.000000,1192.302734,-4096.000000,1220.144043,-3885.753906,1475.311890,-3768.706787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1342.741211,-3382.478516,713,1,-1.000000,20000.000000,1,,6,782,1528.435913,-3410.428711,1439.878296,-3582.865234,795,1512.653564,-3304.353760,1528.435913,-3410.428711,770,1389.195801,-3170.607422,1512.653564,-3304.353760,679,1439.878296,-3582.865234,1243.884521,-3465.919189,659,1243.884521,-3465.919189,1254.151245,-3277.362793,661,1254.151245,-3277.362793,1389.195801,-3170.607422,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,1389.195801,-3170.607422,1512.653564,-3304.353760,1528.435913,-3410.428711,1439.878296,-3582.865234,1243.884521,-3465.919189,1254.151245,-3277.362793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1278.229248,1990.727295,714,2,-1.000000,20000.000000,1025,,3,675,1211.591187,1970.027954,1258.165649,2048.697998,677,1272.908569,1924.364624,1211.591187,1970.027954,673,1297.785889,1934.149170,1272.908569,1924.364624,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,1272.908569,1924.364624,1211.591187,1970.027954,1258.165649,2048.697998,1297.785889,1934.149170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1345.504883,2081.081055,715,2,-1.000000,20000.000000,8192,,9,691,1342.142090,2259.146240,1378.538208,2271.443848,666,1256.030273,2113.636963,1342.142090,2259.146240,675,1269.335327,2067.572510,1256.030273,2113.636963,756,1486.518555,2117.315674,1423.308716,1983.087891,760,1395.761475,2265.239014,1486.518555,2117.315674,740,1378.538208,2271.443848,1395.761475,2265.239014,674,1396.467041,1972.912720,1269.335327,2067.572510,728,1423.308716,1983.087891,1397.197144,1972.827515,673,1397.197144,1972.827515,1396.467041,1972.912720,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,1397.197144,1972.827515,1396.467041,1972.912720,1269.335327,2067.572510,1256.030273,2113.636963,1342.142090,2259.146240,1378.538208,2271.443848,1395.761475,2265.239014,1486.518555,2117.315674,1423.308716,1983.087891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1346.166016,-1439.886719,716,3,-1.000000,20000.000000,1,,5,718,1504.717896,-1535.231934,1265.784546,-1564.641235,792,1530.000977,-1436.679932,1504.717896,-1535.231934,658,1265.784546,-1564.641235,1235.009766,-1361.169922,697,1235.009766,-1361.169922,1357.263184,-1314.927368,736,1357.263184,-1314.927368,1530.000977,-1436.679932,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1530.000977,-1436.679932,1504.717896,-1535.231934,1265.784546,-1564.641235,1235.009766,-1361.169922,1357.263184,-1314.927368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1367.789063,-2134.958984,717,1,-1.000000,20000.000000,1,,5,707,1431.168091,-2256.719482,1269.827881,-2190.817871,749,1483.990234,-2220.451172,1431.168091,-2256.719482,668,1269.827881,-2190.817871,1303.703735,-2017.373169,708,1303.703735,-2017.373169,1510.383789,-1968.193237,778,1510.383789,-1968.193237,1483.990234,-2220.451172,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,1510.383789,-1968.193237,1483.990234,-2220.451172,1431.168091,-2256.719482,1269.827881,-2190.817871,1303.703735,-2017.373169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,1374.019531,-1666.179688,718,3,-1.000000,20000.000000,1,,7,803,1561.478516,-1799.104614,1534.691284,-1833.725708,813,1572.651733,-1690.365234,1561.478516,-1799.104614,792,1504.717773,-1535.231934,1572.651733,-1690.365234,658,1245.854370,-1587.098755,1265.784546,-1564.641235,657,1271.998291,-1753.883423,1245.854370,-1587.098755,716,1265.784546,-1564.641235,1504.717773,-1535.231934,708,1534.691284,-1833.725708,1271.998291,-1753.883423,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,1534.691284,-1833.725708,1271.998291,-1753.883423,1245.854370,-1587.098755,1265.784546,-1564.641235,1504.717773,-1535.231934,1572.651733,-1690.365234,1561.478516,-1799.104614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
